Sheet,Cell,Formula
09_Cu_Sensitivity,H15,"=('05_Zijin_Assets'!B18*1000*C15*'07_Assumptions'!$B$13/1000000000-'05_Zijin_Assets'!B23-MAX(0,('05_Zijin_Assets'!B18*1000*C15*'07_Assumptions'!$B$13/1000000000-'05_Zijin_Assets'!B23-'05_Zijin_Assets'!B24))*'07_Assumptions'!$B$14-'05_Zijin_Assets'!B21*'01_Copper_Market'!B12)*'05_Zijin_Assets'!B9*'07_Assumptions'!$B$15"
09_Cu_Sensitivity,I15,='05_Zijin_Assets'!B13*1000*(C15-'05_Zijin_Assets'!B29)/1000000000*55%
09_Cu_Sensitivity,J15,=I15*'05_Zijin_Assets'!B31
09_Cu_Sensitivity,K15,='05_Zijin_Assets'!B14*1000*(C15-'05_Zijin_Assets'!B33)/1000000000*50%
09_Cu_Sensitivity,L15,=K15*'05_Zijin_Assets'!B35
09_Cu_Sensitivity,M15,=D15*'07_Assumptions'!$B$6+G15+I15+K15+('05_Zijin_Assets'!B69-'05_Zijin_Assets'!B16-'05_Zijin_Assets'!B27-'05_Zijin_Assets'!B30-'05_Zijin_Assets'!B34)
09_Cu_Sensitivity,N15,=E15*'07_Assumptions'!$B$6+H15+J15+L15+('05_Zijin_Assets'!B70-'05_Zijin_Assets'!B17-'05_Zijin_Assets'!B28-'05_Zijin_Assets'!B32-'05_Zijin_Assets'!B36)
09_Cu_Sensitivity,B16,='01_Copper_Market'!C4
09_Cu_Sensitivity,C16,=B16*'01_Copper_Market'!C12
09_Cu_Sensitivity,D16,='02_Shared_Julong'!C4*1000*(C16-'02_Shared_Julong'!C6)/1000000000
09_Cu_Sensitivity,E16,=D16*'02_Shared_Julong'!C9
09_Cu_Sensitivity,F16,=D16*'07_Assumptions'!$B$5+'03_Zangge_Unique'!C12+'03_Zangge_Unique'!C18
09_Cu_Sensitivity,G16,"=MAX(0,('05_Zijin_Assets'!C18*1000*C16*'07_Assumptions'!$B$13/1000000000-'05_Zijin_Assets'!C23-'05_Zijin_Assets'!C24))*(1-'07_Assumptions'!$B$14)*'05_Zijin_Assets'!C9"
09_Cu_Sensitivity,H16,"=('05_Zijin_Assets'!C18*1000*C16*'07_Assumptions'!$B$13/1000000000-'05_Zijin_Assets'!C23-MAX(0,('05_Zijin_Assets'!C18*1000*C16*'07_Assumptions'!$B$13/1000000000-'05_Zijin_Assets'!C23-'05_Zijin_Assets'!C24))*'07_Assumptions'!$B$14-'05_Zijin_Assets'!C21*'01_Copper_Market'!C12)*'05_Zijin_Assets'!C9*'07_Assumptions'!$B$15"
09_Cu_Sensitivity,I16,='05_Zijin_Assets'!C13*1000*(C16-'05_Zijin_Assets'!C29)/1000000000*55%
09_Cu_Sensitivity,J16,=I16*'05_Zijin_Assets'!C31
09_Cu_Sensitivity,K16,='05_Zijin_Assets'!C14*1000*(C16-'05_Zijin_Assets'!C33)/1000000000*50%
09_Cu_Sensitivity,L16,=K16*'05_Zijin_Assets'!C35
09_Cu_Sensitivity,M16,=D16*'07_Assumptions'!$B$6+G16+I16+K16+('05_Zijin_Assets'!C69-'05_Zijin_Assets'!C16-'05_Zijin_Assets'!C27-'05_Zijin_Assets'!C30-'05_Zijin_Assets'!C34)
09_Cu_Sensitivity,N16,=E16*'07_Assumptions'!$B$6+H16+J16+L16+('05_Zijin_Assets'!C70-'05_Zijin_Assets'!C17-'05_Zijin_Assets'!C28-'05_Zijin_Assets'!C32-'05_Zijin_Assets'!C36)
09_Cu_Sensitivity,B17,='01_Copper_Market'!D4
09_Cu_Sensitivity,C17,=B17*'01_Copper_Market'!D12
09_Cu_Sensitivity,D17,='02_Shared_Julong'!D4*1000*(C17-'02_Shared_Julong'!D6)/1000000000
09_Cu_Sensitivity,E17,=D17*'02_Shared_Julong'!D9
09_Cu_Sensitivity,F17,=D17*'07_Assumptions'!$B$5+'03_Zangge_Unique'!D12+'03_Zangge_Unique'!D18
09_Cu_Sensitivity,G17,"=MAX(0,('05_Zijin_Assets'!D18*1000*C17*'07_Assumptions'!$B$13/1000000000-'05_Zijin_Assets'!D23-'05_Zijin_Assets'!D24))*(1-'07_Assumptions'!$B$14)*'05_Zijin_Assets'!D9"
09_Cu_Sensitivity,H17,"=('05_Zijin_Assets'!D18*1000*C17*'07_Assumptions'!$B$13/1000000000-'05_Zijin_Assets'!D23-MAX(0,('05_Zijin_Assets'!D18*1000*C17*'07_Assumptions'!$B$13/1000000000-'05_Zijin_Assets'!D23-'05_Zijin_Assets'!D24))*'07_Assumptions'!$B$14-'05_Zijin_Assets'!D21*'01_Copper_Market'!D12)*'05_Zijin_Assets'!D9*'07_Assumptions'!$B$15"
09_Cu_Sensitivity,I17,='05_Zijin_Assets'!D13*1000*(C17-'05_Zijin_Assets'!D29)/1000000000*55%
09_Cu_Sensitivity,J17,=I17*'05_Zijin_Assets'!D31
09_Cu_Sensitivity,K17,='05_Zijin_Assets'!D14*1000*(C17-'05_Zijin_Assets'!D33)/1000000000*50%
09_Cu_Sensitivity,L17,=K17*'05_Zijin_Assets'!D35
09_Cu_Sensitivity,M17,=D17*'07_Assumptions'!$B$6+G17+I17+K17+('05_Zijin_Assets'!D69-'05_Zijin_Assets'!D16-'05_Zijin_Assets'!D27-'05_Zijin_Assets'!D30-'05_Zijin_Assets'!D34)
09_Cu_Sensitivity,N17,=E17*'07_Assumptions'!$B$6+H17+J17+L17+('05_Zijin_Assets'!D70-'05_Zijin_Assets'!D17-'05_Zijin_Assets'!D28-'05_Zijin_Assets'!D32-'05_Zijin_Assets'!D36)
09_Cu_Sensitivity,B18,='01_Copper_Market'!E4
09_Cu_Sensitivity,C18,=B18*'01_Copper_Market'!E12
09_Cu_Sensitivity,D18,='02_Shared_Julong'!E4*1000*(C18-'02_Shared_Julong'!E6)/1000000000
09_Cu_Sensitivity,E18,=D18*'02_Shared_Julong'!E9
09_Cu_Sensitivity,F18,=D18*'07_Assumptions'!$B$5+'03_Zangge_Unique'!E12+'03_Zangge_Unique'!E18
09_Cu_Sensitivity,G18,"=MAX(0,('05_Zijin_Assets'!E18*1000*C18*'07_Assumptions'!$B$13/1000000000-'05_Zijin_Assets'!E23-'05_Zijin_Assets'!E24))*(1-'07_Assumptions'!$B$14)*'05_Zijin_Assets'!E9"
09_Cu_Sensitivity,H18,"=('05_Zijin_Assets'!E18*1000*C18*'07_Assumptions'!$B$13/1000000000-'05_Zijin_Assets'!E23-MAX(0,('05_Zijin_Assets'!E18*1000*C18*'07_Assumptions'!$B$13/1000000000-'05_Zijin_Assets'!E23-'05_Zijin_Assets'!E24))*'07_Assumptions'!$B$14-'05_Zijin_Assets'!E21*'01_Copper_Market'!E12)*'05_Zijin_Assets'!E9*'07_Assumptions'!$B$15"
09_Cu_Sensitivity,I18,='05_Zijin_Assets'!E13*1000*(C18-'05_Zijin_Assets'!E29)/1000000000*55%
09_Cu_Sensitivity,J18,=I18*'05_Zijin_Assets'!E31
09_Cu_Sensitivity,K18,='05_Zijin_Assets'!E14*1000*(C18-'05_Zijin_Assets'!E33)/1000000000*50%
09_Cu_Sensitivity,L18,=K18*'05_Zijin_Assets'!E35
09_Cu_Sensitivity,M18,=D18*'07_Assumptions'!$B$6+G18+I18+K18+('05_Zijin_Assets'!E69-'05_Zijin_Assets'!E16-'05_Zijin_Assets'!E27-'05_Zijin_Assets'!E30-'05_Zijin_Assets'!E34)
09_Cu_Sensitivity,N18,=E18*'07_Assumptions'!$B$6+H18+J18+L18+('05_Zijin_Assets'!E70-'05_Zijin_Assets'!E17-'05_Zijin_Assets'!E28-'05_Zijin_Assets'!E32-'05_Zijin_Assets'!E36)
09_Cu_Sensitivity,B19,='01_Copper_Market'!F4
09_Cu_Sensitivity,C19,=B19*'01_Copper_Market'!F12
09_Cu_Sensitivity,D19,='02_Shared_Julong'!F4*1000*(C19-'02_Shared_Julong'!F6)/1000000000
09_Cu_Sensitivity,E19,=D19*'02_Shared_Julong'!F9
09_Cu_Sensitivity,F19,=D19*'07_Assumptions'!$B$5+'03_Zangge_Unique'!F12+'03_Zangge_Unique'!F18
